finding_id,family,code,file,line,claim,confidence,runtime_dependent,suggested_fix
C-HARD-002,HARDCODED,,apps/kbli-navigator/lib/kbli-data.ts,33,Section letter derived from a hardcoded 2-digit prefix map; 0 corpus codes fall outside the map.,1.00,false,None; verify map against BPS structure.
C-HARD-003,HARDCODED,,apps/kbli-navigator/components/kbli/LicensingSection.tsx,214,KeyFacts Authority is hardcoded to BKPM / OSS; corpus per_skala.kewenangan (mapped to licensing.authority) is ignored here.,1.00,false,Render licensing[0].authority.
C-HARD-004,HARDCODED,,apps/kbli-navigator/lib/kbli-english.ts,7,ENGLISH_TITLES: 375 curated English titles with no source citation; OSS judul_en equals judul_id for all 1559.,1.00,false,Add provenance note; label as Bali Zero translation in UI.
C-HARD-005,HARDCODED,,apps/kbli-navigator/lib/kbli-bali-l4.ts,3,TO VERIFY: header comment cites a Bali moratorium date and Gubernur letter number; not checkable from snapshot data.,0.50,false,Move regulatory citations into the data file with a source field.
C-HARD-006,HARDCODED,,apps/kbli-navigator/components/kbli/KBLIStructuredData.tsx,32,"JSON-LD cites bps.go.id as source; the app data actually comes from the corpus (OSS-realigned), not directly from BPS.",1.00,false,Cite corpus provenance (OSS gw.oss.go.id) in structured data.
C-HARD-007,HARDCODED,,apps/kbli-navigator/components/kbli/BaliStatusBadge.tsx,27,BaliStatusBadge maps 12 l4_bali status enums to hardcoded English labels; enum values are Italian and not OSS.,1.00,false,None; document enum provenance.
C-CLAIM-001,CLAIM_LEDGER,,apps/kbli-navigator/lib/kbli-types.ts,3,"States 1,563 KBLI codes; corpus and OSS 5-digit count is 1559 (metadata.total_codes 1559).",1.00,false,"Replace with 1,559 or compute from data."
C-CLAIM-002,CLAIM_LEDGER,,apps/kbli-navigator/lib/kbli-data.ts,492,"States 1,563 KBLI codes; corpus and OSS 5-digit count is 1559 (metadata.total_codes 1559).",1.00,false,"Replace with 1,559 or compute from data."
C-CLAIM-003,CLAIM_LEDGER,,apps/kbli-navigator/lib/kbli-gold-codes.ts,5,"States 1,563 KBLI codes; corpus and OSS 5-digit count is 1559 (metadata.total_codes 1559).",1.00,false,"Replace with 1,559 or compute from data."
C-CLAIM-004,CLAIM_LEDGER,,apps/kbli-navigator/app/kbli/[code]/page.tsx,35,"States 1,563 KBLI codes; corpus and OSS 5-digit count is 1559 (metadata.total_codes 1559).",1.00,false,"Replace with 1,559 or compute from data."
C-CLAIM-005,CLAIM_LEDGER,,apps/kbli-navigator/app/kbli/page.tsx,11,"States 1,563 KBLI codes; corpus and OSS 5-digit count is 1559 (metadata.total_codes 1559).",1.00,false,"Replace with 1,559 or compute from data."
C-CLAIM-006,CLAIM_LEDGER,,apps/kbli-navigator/app/kbli/page.tsx,15,"States 1,563 KBLI codes; corpus and OSS 5-digit count is 1559 (metadata.total_codes 1559).",1.00,false,"Replace with 1,559 or compute from data."
C-CLAIM-007,CLAIM_LEDGER,,apps/kbli-navigator/app/kbli/page.tsx,67,"States 1,563 KBLI codes; corpus and OSS 5-digit count is 1559 (metadata.total_codes 1559).",1.00,false,"Replace with 1,559 or compute from data."
C-CLAIM-008,CLAIM_LEDGER,,apps/kbli-navigator/app/kbli/page.tsx,76,"States 1,563 KBLI codes; corpus and OSS 5-digit count is 1559 (metadata.total_codes 1559).",1.00,false,"Replace with 1,559 or compute from data."
C-CLAIM-009,CLAIM_LEDGER,,apps/kbli-navigator/app/page.tsx,376,"States 1,563 KBLI codes; corpus and OSS 5-digit count is 1559 (metadata.total_codes 1559).",1.00,false,"Replace with 1,559 or compute from data."
C-CLAIM-010,CLAIM_LEDGER,,apps/kbli-navigator/app/page.tsx,448,"States 1,563 KBLI codes; corpus and OSS 5-digit count is 1559 (metadata.total_codes 1559).",1.00,false,"Replace with 1,559 or compute from data."
C-CLAIM-011,CLAIM_LEDGER,,apps/kbli-navigator/app/page.tsx,376,States 22 sectors; SECTION_META has 22 entries but only 21 sections have codes and are listed.,1.00,false,Say 21 sectors or compute from data.
C-CLAIM-012,CLAIM_LEDGER,,apps/kbli-navigator/lib/__tests__/kbli-data.test.ts,123,"Test expects 1,505 PMA gaps; corpus has declared_gap=1505, located=54 (matches).",1.00,false,None; positive check.
C-CLAIM-013,CLAIM_LEDGER,,apps/kbli-navigator/lib/__tests__/kbli-data.test.ts,232,"Test expects gold codes 47111, 65121; recompute of hash gate yields ['47111', '65121'].",1.00,false,None; positive check.
C-CLAIM-014,CLAIM_LEDGER,,apps/kbli-navigator/lib/kbli-types.ts,3,TO VERIFY: header says source BPS 7/2025 + PP28/2025; corpus metadata.source string says PP28_2024. Labels disagree.,0.70,false,Align the regulation label with the dataset metadata after checking the source.
C-VER-001,VERSION_MISMATCH,,apps/kbli-navigator/lib/kbli-data.ts,492,"Loader docstring and type header describe a 1,563-code dataset; shipped data/kbli-2025.json has 1559 (sha256 3dafab17...).",1.00,false,Update comments; add a load-time count assertion.
C-VER-002,VERSION_MISMATCH,,data/kbli-filiera/pma-editorial-certifications.json,1,Certification sourceDatasetSha256 matches shipped corpus sha256: True.,1.00,false,None; positive check.
C-VER-003,VERSION_MISMATCH,,apps/kbli-navigator/lib/kbli-gold-content.ts,44943,Gold content ends with an opaque version stamp comment; no link to corpus metadata.version v10.0-L2-oss-risk.,1.00,false,Record the corpus version the gold content was verified against.
C-PHANTOM-001,PHANTOM_CODE,82920,apps/kbli-navigator/lib/kbli-english.ts,169,ENGLISH_TITLES key not among 1559 OSS 5-digit codes.,1.00,false,Remove or remap.
C-PHANTOM-002,PHANTOM_CODE,85598,apps/kbli-navigator/lib/kbli-english.ts,306,ENGLISH_TITLES key not among 1559 OSS 5-digit codes.,1.00,false,Remove or remap.
C-PHANTOM-003,PHANTOM_CODE,64921,apps/kbli-navigator/lib/kbli-gold-codes.ts,414,GOLD_CODES entry not among 1559 OSS codes (set is not imported by app code).,1.00,false,Remove.
C-PHANTOM-004,PHANTOM_CODE,85300,apps/kbli-navigator/lib/kbli-gold-codes.ts,427,GOLD_CODES entry not among 1559 OSS codes (set is not imported by app code).,1.00,false,Remove.
C-PHANTOM-005,PHANTOM_CODE,85491,apps/kbli-navigator/lib/kbli-gold-codes.ts,428,GOLD_CODES entry not among 1559 OSS codes (set is not imported by app code).,1.00,false,Remove.
C-PHANTOM-006,PHANTOM_CODE,85499,apps/kbli-navigator/lib/kbli-gold-codes.ts,429,GOLD_CODES entry not among 1559 OSS codes (set is not imported by app code).,1.00,false,Remove.
C-PHANTOM-007,PHANTOM_CODE,85600,apps/kbli-navigator/lib/kbli-gold-codes.ts,430,GOLD_CODES entry not among 1559 OSS codes (set is not imported by app code).,1.00,false,Remove.
C-PHANTOM-008,PHANTOM_CODE,86903,apps/kbli-navigator/lib/kbli-gold-codes.ts,433,GOLD_CODES entry not among 1559 OSS codes (set is not imported by app code).,1.00,false,Remove.
C-PHANTOM-009,PHANTOM_CODE,96120,apps/kbli-navigator/lib/kbli-gold-codes.ts,434,GOLD_CODES entry not among 1559 OSS codes (set is not imported by app code).,1.00,false,Remove.
C-PHANTOM-010,PHANTOM_CODE,96130,apps/kbli-navigator/lib/kbli-gold-codes.ts,435,GOLD_CODES entry not among 1559 OSS codes (set is not imported by app code).,1.00,false,Remove.
C-PHANTOM-011,PHANTOM_CODE,64921,apps/kbli-navigator/lib/kbli-gold-content.ts,845,KBLI_GOLD_CONTENT key not among 1559 OSS codes.,1.00,false,Remove or remap.
C-PHANTOM-012,PHANTOM_CODE,96120,apps/kbli-navigator/lib/kbli-gold-content.ts,1885,KBLI_GOLD_CONTENT key not among 1559 OSS codes.,1.00,false,Remove or remap.
C-PHANTOM-013,PHANTOM_CODE,96130,apps/kbli-navigator/lib/kbli-gold-content.ts,1979,KBLI_GOLD_CONTENT key not among 1559 OSS codes.,1.00,false,Remove or remap.
C-PHANTOM-014,PHANTOM_CODE,85491,apps/kbli-navigator/lib/kbli-gold-content.ts,2156,KBLI_GOLD_CONTENT key not among 1559 OSS codes.,1.00,false,Remove or remap.
C-PHANTOM-015,PHANTOM_CODE,85499,apps/kbli-navigator/lib/kbli-gold-content.ts,2205,KBLI_GOLD_CONTENT key not among 1559 OSS codes.,1.00,false,Remove or remap.
C-PHANTOM-016,PHANTOM_CODE,85600,apps/kbli-navigator/lib/kbli-gold-content.ts,2253,KBLI_GOLD_CONTENT key not among 1559 OSS codes.,1.00,false,Remove or remap.
C-PHANTOM-017,PHANTOM_CODE,85300,apps/kbli-navigator/lib/kbli-gold-content.ts,2300,KBLI_GOLD_CONTENT key not among 1559 OSS codes.,1.00,false,Remove or remap.
C-PHANTOM-018,PHANTOM_CODE,86903,apps/kbli-navigator/lib/kbli-gold-content.ts,41880,KBLI_GOLD_CONTENT key not among 1559 OSS codes.,1.00,false,Remove or remap.
C-PHANTOM-019,PHANTOM_CODE,64921,apps/kbli-navigator/app/kbli/[code]/page.tsx,78,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-020,PHANTOM_CODE,86903,apps/kbli-navigator/app/kbli/[code]/page.tsx,264,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-021,PHANTOM_CODE,96120,apps/kbli-navigator/app/kbli/[code]/page.tsx,270,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-022,PHANTOM_CODE,96130,apps/kbli-navigator/app/kbli/[code]/page.tsx,276,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-023,PHANTOM_CODE,85491,apps/kbli-navigator/app/kbli/[code]/page.tsx,462,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-024,PHANTOM_CODE,85499,apps/kbli-navigator/app/kbli/[code]/page.tsx,468,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-025,PHANTOM_CODE,85600,apps/kbli-navigator/app/kbli/[code]/page.tsx,474,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-026,PHANTOM_CODE,85300,apps/kbli-navigator/app/kbli/[code]/page.tsx,480,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-027,PHANTOM_CODE,90011,apps/kbli-navigator/app/kbli/[code]/page.tsx,492,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-028,PHANTOM_CODE,68120,apps/kbli-navigator/app/kbli/[code]/page.tsx,570,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-029,PHANTOM_CODE,68200,apps/kbli-navigator/app/kbli/[code]/page.tsx,576,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-030,PHANTOM_CODE,68310,apps/kbli-navigator/app/kbli/[code]/page.tsx,582,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-031,PHANTOM_CODE,68128,apps/kbli-navigator/app/kbli/[code]/page.tsx,1532,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-032,PHANTOM_CODE,68293,apps/kbli-navigator/app/kbli/[code]/page.tsx,1562,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-033,PHANTOM_CODE,68294,apps/kbli-navigator/app/kbli/[code]/page.tsx,1568,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-034,PHANTOM_CODE,68295,apps/kbli-navigator/app/kbli/[code]/page.tsx,1574,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-035,PHANTOM_CODE,68296,apps/kbli-navigator/app/kbli/[code]/page.tsx,1580,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-036,PHANTOM_CODE,68297,apps/kbli-navigator/app/kbli/[code]/page.tsx,1586,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-037,PHANTOM_CODE,68298,apps/kbli-navigator/app/kbli/[code]/page.tsx,1592,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-038,PHANTOM_CODE,79904,apps/kbli-navigator/app/kbli/[code]/page.tsx,1837,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-039,PHANTOM_CODE,79905,apps/kbli-navigator/app/kbli/[code]/page.tsx,1843,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-040,PHANTOM_CODE,79906,apps/kbli-navigator/app/kbli/[code]/page.tsx,1849,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-041,PHANTOM_CODE,79907,apps/kbli-navigator/app/kbli/[code]/page.tsx,1855,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-042,PHANTOM_CODE,79908,apps/kbli-navigator/app/kbli/[code]/page.tsx,1861,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-043,PHANTOM_CODE,26120,apps/kbli-navigator/app/kbli/[code]/page.tsx,4689,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-044,PHANTOM_CODE,60111,apps/kbli-navigator/app/kbli/[code]/page.tsx,7461,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-045,PHANTOM_CODE,82920,apps/kbli-navigator/app/kbli/[code]/page.tsx,8265,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-046,PHANTOM_CODE,85598,apps/kbli-navigator/app/kbli/[code]/page.tsx,8733,GOLD_HERO_IMAGES key not among 1559 OSS codes.,1.00,false,Remove.
C-PHANTOM-047,PHANTOM_CODE,,apps/kbli-navigator/lib/kbli-english.ts,7,"4 of 4 codes in corpus metadata.l1_realign.phantoms_dropped (26120, 60111, 82920, 85598) still appear in ENGLISH_TITLES / GOLD_HERO_IMAGES.",1.00,false,Purge codes dropped by the L1 realign from all app-side lookup tables.
C-PHANTOM-048,PHANTOM_CODE,,apps/kbli-navigator/lib/kbli-english.ts,7,"Summary: ENGLISH_TITLES 2, GOLD_CODES 8, GOLD_CONTENT 8, HERO 28, ARTICLES 0, CERTS 0 phantom keys.",1.00,false,See individual rows.
C-JAB-001,JABATAN_PHANTOM,,apps/kbli-navigator/data/kepmenaker-228-jabatan-mapping.json,1,"Summary: jabatan listed=216 (declared total_jabatan=1678), code refs=395, distinct=234, absent OSS=0, absent corpus=0.",1.00,false,Schema: categories[].gold_codes <-> categories[].sub_sectors[].jabatan; gold_code_mapping{code}; key_insights.
C-JAB-002,JABATAN_PHANTOM,,apps/kbli-navigator/data/kepmenaker-228-jabatan-mapping.json,1,"File enumerates only 216 jabatan explicitly while category total_jabatan sums to 1678; the mapping is a sample, not the full Kepmenaker list.",1.00,false,Label the file as partial or complete the jabatan lists.
C-JAB-003,JABATAN_PHANTOM,,apps/kbli-navigator/data/kepmenaker-228-jabatan-mapping.json,1,kepmenaker-228-jabatan-mapping.json is not imported by any .ts/.tsx in the snapshot; tkaInfo is embedded in kbli-gold-content.ts.,1.00,false,Document the file as an offline research input or wire it in.
C-DEC-001,DECISION_INPUT,,apps/kbli-navigator/lib/kbli-data.ts,364,Text rule toTitleCase(judul): recomputed with OSS judul_id -> 0/1559 outcomes change (judul==judul_id).,1.00,false,None.
C-DEC-002,DECISION_INPUT,,apps/kbli-navigator/lib/kbli-data.ts,411,Text rule extractKeywords: recomputed with OSS judul_id/uraian_id -> 0/1559 change.,1.00,false,None.
C-DEC-003,DECISION_INPUT,,apps/kbli-navigator/app/kbli/[code]/page.tsx,55,"Text rule metadata slice(0,150) and JSON-LD slice(0,200): OSS uraian_id recompute -> 0 and 0 change.",1.00,false,None.
C-DEC-004,DECISION_INPUT,,apps/kbli-navigator/lib/kbli-search.ts,228,Text rule search length penalty (uraian > 500): OSS recompute -> 0/1559 change.,1.00,false,None.
C-DEC-005,DECISION_INPUT,,apps/kbli-navigator/components/kbli/PMABadge.tsx,58,"PMABadge keyed on pma_status/pma_max_asing/pma_cap_* (ENRICHMENT, no OSS counterpart); outcomes: unknown 1505/1559.",1.00,false,None; OSS has no PMA field.
C-DEC-006,DECISION_INPUT,,apps/kbli-navigator/lib/kbli-pma-disclosure.ts,16,"PMA disclosure gate keyed on pma_verification_status, pma_official_basis, pma_source_vintage (ENRICHMENT); located=54.",1.00,false,None; OSS has no PMA field.
C-DEC-007,DECISION_INPUT,,apps/kbli-navigator/app/kbli/[code]/page.tsx,9352,"Page verdict banner keyed on pma.* and l4_bali.blocked (ENRICHMENT); outcomes {'NOT_VERIFIED': 1505, 'BALI_NOT_BLOCKED': 34, 'CLOSED_NATIONAL': 19, 'BALI_BLOCKED': 1}.",1.00,false,None; OSS has no PMA or Bali field.
C-DEC-008,DECISION_INPUT,,apps/kbli-navigator/lib/kbli-bali-l4.ts,55,BaliStatusBadge keyed on l4_bali.status/blocked/needs_review (ENRICHMENT); shown for 54 of 1559 codes carrying l4_bali.,1.00,false,None; OSS has no Bali field.
C-DEC-009,DECISION_INPUT,,apps/kbli-navigator/app/kbli/[code]/page.tsx,9547,"RiskBadge keyed on per_skala[0].kategori_risiko (ENRICHMENT); 525 codes have >1 distinct risk across per_skala, 217 have none.",1.00,false,Show risk range or per-scope risk instead of first entry only.
C-DEC-010,DECISION_INPUT,01122,apps/kbli-navigator/components/kbli/TransitionBadge.tsx,31,"TransitionBadge keyed on status_mapping (ENRICHMENT, corpus-only crosswalk); 1 code(s) render no badge.",1.00,false,None; OSS has no 2020 crosswalk.
C-DEC-011,DECISION_INPUT,,apps/kbli-navigator/lib/kbli-editorial-certification.ts,51,"Editorial gate keyed on sha256 of pma tuple + content (ENRICHMENT); certified intel 49/49, gold 2/2.",1.00,false,None; positive recompute.
